month_date,default_rate_90,state_code
2024-01-01,6.071171571827578,AC
2024-02-01,5.90927366324551,AC
2024-03-01,5.74737575466344,AC
2024-04-01,5.6548626640451145,AC
2024-05-01,5.6895550730269875,AC
2024-06-01,5.354195119535559,AC
2024-07-01,5.458272346481174,AC
2024-08-01,5.377323392190141,AC
2024-09-01,5.3310668468809785,AC
2024-10-01,5.238553756262654,AC
2024-11-01,5.122912392989746,AC
2024-12-01,4.937886211753096,AC
2025-01-01,5.157604801971618,AC
2025-02-01,5.250117892589943,AC
2025-03-01,5.585477846081372,AC
2025-04-01,5.770504027318022,AC
2025-05-01,6.094299844482159,AC
2025-06-01,6.094299844482159,AC
2025-07-01,6.256197753064228,AC
2025-08-01,6.3602749800098435,AC
2025-09-01,6.383403252664424,AC
2025-10-01,6.383403252664424,AC
2025-11-01,6.3602749800098435,AC
2025-12-01,6.579993570228366,AC
2026-01-01,6.579993570228366,AC
2026-02-01,6.926917660047084,AC
2026-03-01,7.065687295974572,AC
2026-04-01,7.21602106822935,AC
2026-05-01,7.481996203757034,AC
2026-06-01,7.59763756702994,AC
2024-01-01,6.4378153232459505,AL
2024-02-01,6.266140247959392,AL
2024-03-01,6.094465172672832,AL
2024-04-01,5.9963651296519425,AL
2024-05-01,6.033152645784776,AL
2024-06-01,5.677539989834047,AL
2024-07-01,5.787902538232549,AL
2024-08-01,5.70206500058927,AL
2024-09-01,5.653014979078825,AL
2024-10-01,5.554914936057934,AL
2024-11-01,5.432289882281821,AL
2024-12-01,5.236089796240039,AL
2025-01-01,5.4690773984146555,AL
2025-02-01,5.567177441435545,AL
2025-03-01,5.922790097386274,AL
2025-04-01,6.118990183428056,AL
2025-05-01,6.462340334001173,AL
2025-06-01,6.462340334001173,AL
2025-07-01,6.6340154092877315,AL
2025-08-01,6.7443779576862335,AL
2025-09-01,6.768902968441456,AL
2025-10-01,6.768902968441456,AL
2025-11-01,6.7443779576862335,AL
2025-12-01,6.97736555986085,AL
2026-01-01,6.97736555986085,AL
2026-02-01,7.34524072118919,AL
2026-03-01,7.492390785720525,AL
2026-04-01,7.651803355629473,AL
2026-05-01,7.9338409793145335,AL
2026-06-01,8.056466033090647,AL
2024-01-01,6.139252265091867,AP
2024-02-01,5.975538871356084,AP
2024-03-01,5.8118254776203,AP
2024-04-01,5.718274966914138,AP
2024-05-01,5.7533564084289495,AP
2024-06-01,5.414235807119113,AP
2024-07-01,5.519480131663545,AP
2024-08-01,5.437623434795654,AP
2024-09-01,5.390848179442573,AP
2024-10-01,5.2972976687364115,AP
2024-11-01,5.180359530353709,AP
2024-12-01,4.993258508941384,AP
2025-01-01,5.215440971868519,AP
2025-02-01,5.308991482574681,AP
2025-03-01,5.648112083884518,AP
2025-04-01,5.835213105296842,AP
2025-05-01,6.162639892768407,AP
2025-06-01,6.162639892768407,AP
2025-07-01,6.326353286504191,AP
2025-08-01,6.431597611048622,AP
2025-09-01,6.454985238725163,AP
2025-10-01,6.454985238725163,AP
2025-11-01,6.431597611048622,AP
2025-12-01,6.653780073975757,AP
2026-01-01,6.653780073975757,AP
2026-02-01,7.004594489123864,AP
2026-03-01,7.1449202551831075,AP
2026-04-01,7.29693983508062,AP
2026-05-01,7.565897553360834,AP
2026-06-01,7.682835691743537,AP
2024-01-01,5.711061680512379,AM
2024-02-01,5.558766702365382,AM
2024-03-01,5.4064717242183855,AM
2024-04-01,5.3194460224201014,AM
2024-05-01,5.352080660594457,AM
2024-06-01,5.036612491575679,AM
2024-07-01,5.134516406098748,AM
2024-08-01,5.05836891702525,AM
2024-09-01,5.014856066126108,AM
2024-10-01,4.927830364327824,AM
2024-11-01,4.8190482370799685,AM
2024-12-01,4.644996833483401,AM
2025-01-01,4.851682875254325,AM
2025-02-01,4.938708577052609,AM
2025-03-01,5.254176746071389,AM
2025-04-01,5.428228149667956,AM
2025-05-01,5.7328181059619485,AM
2025-06-01,5.7328181059619485,AM
2025-07-01,5.885113084108946,AM
2025-08-01,5.983016998632016,AM
2025-09-01,6.004773424081586,AM
2025-10-01,6.004773424081586,AM
2025-11-01,5.983016998632016,AM
2025-12-01,6.18970304040294,AM
2026-01-01,6.18970304040294,AM
2026-02-01,6.516049422146504,AM
2026-03-01,6.64658797484393,AM
2026-04-01,6.788004740266142,AM
2026-05-01,7.038203632936207,AM
2026-06-01,7.146985760184063,AM
2024-01-01,6.094607798220609,BA
2024-02-01,5.932084923601393,BA
2024-03-01,5.769562048982176,BA
2024-04-01,5.6766918349140525,BA
2024-05-01,5.711518165189599,BA
2024-06-01,5.374863639192651,BA
2024-07-01,5.47934263001929,BA
2024-08-01,5.398081192709682,BA
2024-09-01,5.351646085675621,BA
2024-10-01,5.258775871607497,BA
2024-11-01,5.1426881040223416,BA
2024-12-01,4.956947675886094,BA
2025-01-01,5.177514434297889,BA
2025-02-01,5.2703846483660115,BA
2025-03-01,5.607039174362961,BA
2025-04-01,5.792779602499208,BA
2025-05-01,6.11782535173764,BA
2025-06-01,6.11782535173764,BA
2025-07-01,6.280348226356856,BA
2025-08-01,6.384827217183495,BA
2025-09-01,6.408044770700525,BA
2025-10-01,6.408044770700525,BA
2025-11-01,6.384827217183495,BA
2025-12-01,6.605393975595288,BA
2026-01-01,6.605393975595288,BA
2026-02-01,6.953657278350752,BA
2026-03-01,7.092962599452937,BA
2026-04-01,7.243876697313637,BA
2026-05-01,7.510878562759493,BA
2026-06-01,7.626966330344648,BA
2024-01-01,6.238786132983397,CE
2024-02-01,6.072418502770506,CE
2024-03-01,5.906050872557615,CE
2024-04-01,5.810983655293106,CE
2024-05-01,5.846633861767297,CE
2024-06-01,5.502015199183452,CE
2024-07-01,5.608965818606025,CE
2024-08-01,5.525782003499581,CE
2024-09-01,5.478248394867326,CE
2024-10-01,5.3831811776028164,CE
2024-11-01,5.26434715602218,CE
2024-12-01,5.074212721493161,CE
2025-01-01,5.299997362496371,CE
2025-02-01,5.39506457976088,CE
2025-03-01,5.739683242344725,CE
2025-04-01,5.929817676873744,CE
2025-05-01,6.262552937299524,CE
2025-06-01,6.262552937299524,CE
2025-07-01,6.428920567512415,CE
2025-08-01,6.535871186934987,CE
2025-09-01,6.5596379912511145,CE
2025-10-01,6.5596379912511145,CE
2025-11-01,6.535871186934987,CE
2025-12-01,6.761655827938196,CE
2026-01-01,6.761655827938196,CE
2026-02-01,7.118157892680104,CE
2026-03-01,7.260758718576868,CE
2026-04-01,7.415242946631695,CE
2026-05-01,7.688561196267157,CE
2026-06-01,7.8073952178477946,CE
2024-01-01,4.692474784111856,DF
2024-02-01,4.567342123202207,DF
2024-03-01,4.442209462292556,DF
2024-04-01,4.3707050846299,DF
2024-05-01,4.397519226253396,DF
2024-06-01,4.1383158572262655,DF
2024-07-01,4.218758282096754,DF
2024-08-01,4.15619195164193,DF
2024-09-01,4.120439762810601,DF
2024-10-01,4.048935385147945,DF
2024-11-01,3.959554913069623,DF
2024-12-01,3.816546157744309,DF
2025-01-01,3.986369054693119,DF
2025-02-01,4.057873432355777,DF
2025-03-01,4.317076801382908,DF
2025-04-01,4.460085556708221,DF
2025-05-01,4.71035087852752,DF
2025-06-01,4.71035087852752,DF
2025-07-01,4.8354835394371705,DF
2025-08-01,4.915925964307658,DF
2025-09-01,4.933802058723322,DF
2025-10-01,4.933802058723322,DF
2025-11-01,4.915925964307658,DF
2025-12-01,5.0857488612564685,DF
2026-01-01,5.0857488612564685,DF
2026-02-01,5.353890277491432,DF
2026-03-01,5.461146843985417,DF
2026-04-01,5.577341457687234,DF
2026-05-01,5.782916543467373,DF
2026-06-01,5.872297015545694,DF
2024-01-01,5.059992011755133,ES
2024-02-01,4.9250588914416635,ES
2024-03-01,4.790125771128193,ES
2024-04-01,4.713021130949067,ES
2024-05-01,4.74193537101624,ES
2024-06-01,4.4624310503669085,ES
2024-07-01,4.549173770568425,ES
2024-08-01,4.48170721041169,ES
2024-09-01,4.443154890322127,ES
2024-10-01,4.366050250143001,ES
2024-11-01,4.269669449919093,ES
2024-12-01,4.1154601695608415,ES
2025-01-01,4.298583689986266,ES
2025-02-01,4.375688330165392,ES
2025-03-01,4.6551926508147226,ES
2025-04-01,4.8094019311729745,ES
2025-05-01,5.079268171799915,ES
2025-06-01,5.079268171799915,ES
2025-07-01,5.214201292113385,ES
2025-08-01,5.300944012314901,ES
2025-09-01,5.320220172359683,ES
2025-10-01,5.320220172359683,ES
2025-11-01,5.300944012314901,ES
2025-12-01,5.484067532740326,ES
2026-01-01,5.484067532740326,ES
2026-02-01,5.773209933412049,ES
2026-03-01,5.888866893680737,ES
2026-04-01,6.014161933971816,ES
2026-05-01,6.235837774486802,ES
2026-06-01,6.33221857471071,ES
2024-01-01,5.233603582133907,GO
2024-02-01,5.094040819943669,GO
2024-03-01,4.954478057753431,GO
2024-04-01,4.874727907930438,GO
2024-05-01,4.904634214114061,GO
2024-06-01,4.615539921005712,GO
2024-07-01,4.705258839556579,GO
2024-08-01,4.635477458461461,GO
2024-09-01,4.595602383549964,GO
2024-10-01,4.515852233726971,GO
2024-11-01,4.416164546448229,GO
2024-12-01,4.256664246802243,GO
2025-01-01,4.446070852631852,GO
2025-02-01,4.525821002454845,GO
2025-03-01,4.814915295563194,GO
2025-04-01,4.97441559520918,GO
2025-05-01,5.253541119589654,GO
2025-06-01,5.253541119589654,GO
2025-07-01,5.393103881779893,GO
2025-08-01,5.4828228003307595,GO
2025-09-01,5.502760337786507,GO
2025-10-01,5.502760337786507,GO
2025-11-01,5.4828228003307595,GO
2025-12-01,5.672229406160367,GO
2026-01-01,5.672229406160367,GO
2026-02-01,5.971292467996591,GO
2026-03-01,6.09091769273108,GO
2026-04-01,6.2205116861934435,GO
2026-05-01,6.449793366934547,GO
2026-06-01,6.549481054213289,GO
2024-01-01,6.439071770102494,MA
2024-02-01,6.267363189566427,MA
2024-03-01,6.09565460903036,MA
2024-04-01,5.997535420152608,MA
2024-05-01,6.034330115981766,MA
2024-06-01,5.678648056299913,MA
2024-07-01,5.789032143787384,MA
2024-08-01,5.703177853519351,MA
2024-09-01,5.654118259080476,MA
2024-10-01,5.5559990702027235,MA
2024-11-01,5.433350084105532,MA
2024-12-01,5.237111706350028,MA
2025-01-01,5.47014477993469,MA
2025-02-01,5.568263968812442,MA
2025-03-01,5.923946028494294,MA
2025-04-01,6.120184406249799,MA
2025-05-01,6.463601567321931,MA
2025-06-01,6.463601567321931,MA
2025-07-01,6.635310147857998,MA
2025-08-01,6.74569423534547,MA
2025-09-01,6.770224032564907,MA
2025-10-01,6.770224032564907,MA
2025-11-01,6.74569423534547,MA
2025-12-01,6.978727308930132,MA
2026-01-01,6.978727308930132,MA
2026-02-01,7.346674267221703,MA
2026-03-01,7.4938530505383305,MA
2026-04-01,7.653296732464679,MA
2026-05-01,7.935389400488217,MA
2026-06-01,8.058038386585407,MA
2024-01-01,5.294732254202932,MT
2024-02-01,5.153539394090854,MT
