month_date,default_rate_90,state_code
2024-01-01,6.121678929568947,AC
2024-02-01,5.958434158113776,AC
2024-03-01,5.7951893866586035,AC
2024-04-01,5.70190666011279,AC
2024-05-01,5.73688768256747,AC
2024-06-01,5.3987377988389005,AC
2024-07-01,5.503680866202939,AC
2024-08-01,5.4220584804753535,AC
2024-09-01,5.375417117202447,AC
2024-10-01,5.282134390656635,AC
2024-11-01,5.165530982474368,AC
2024-12-01,4.9789655293827435,AC
2025-01-01,5.200512004929049,AC
2025-02-01,5.29379473147486,AC
2025-03-01,5.631944615203432,AC
2025-04-01,5.8185100682950575,AC
2025-05-01,6.1449996112054,AC
2025-06-01,6.1449996112054,AC
2025-07-01,6.308244382660573,AC
2025-08-01,6.413187450024611,AC
2025-09-01,6.436508131661064,AC
2025-10-01,6.436508131661064,AC
2025-11-01,6.413187450024611,AC
2025-12-01,6.634733925570917,AC
2026-01-01,6.634733925570917,AC
2026-02-01,6.9845441501177135,AC
2026-03-01,7.124468239936432,AC
2026-04-01,7.276052670573377,AC
2026-05-01,7.544240509392588,AC
2026-06-01,7.660843917574854,AC
2024-01-01,6.259674644565155,AL
2024-02-01,6.092749987376751,AL
2024-03-01,5.925825330188347,AL
2024-04-01,5.830439811794974,AL
2024-05-01,5.86620938119249,AL
2024-06-01,5.520436877016508,AL
2024-07-01,5.627745585209054,AL
2024-08-01,5.544283256614852,AL
2024-09-01,5.496590497418166,AL
2024-10-01,5.401204979024792,AL
2024-11-01,5.281973081033074,AL
2024-12-01,5.091202044246327,AL
2025-01-01,5.317742650430589,AL
2025-02-01,5.413128168823963,AL
2025-03-01,5.758900672999943,AL
2025-04-01,5.949671709786692,AL
2025-05-01,6.283521024163499,AL
2025-06-01,6.283521024163499,AL
2025-07-01,6.450445681351904,AL
2025-08-01,6.557754389544449,AL
2025-09-01,6.581600769142792,AL
2025-10-01,6.581600769142792,AL
2025-11-01,6.557754389544449,AL
2025-12-01,6.784294995728712,AL
2026-01-01,6.784294995728712,AL
2026-02-01,7.1419906897038645,AL
2026-03-01,7.285068967293924,AL
2026-04-01,7.440070434683157,AL
2026-05-01,7.714303800064107,AL
2026-06-01,7.833535698055824,AL
2024-01-01,6.138337977198159,AP
2024-02-01,5.974648964472875,AP
2024-03-01,5.81095995174759,AP
2024-04-01,5.717423373047428,AP
2024-05-01,5.752499590059989,AP
2024-06-01,5.4134294922718995,AP
2024-07-01,5.518658143309582,AP
2024-08-01,5.436813636946941,AP
2024-09-01,5.3900453475968595,AP
2024-10-01,5.296508768896697,AP
2024-11-01,5.179588045521494,AP
2024-12-01,4.9925148881211685,AP
2025-01-01,5.214664262534055,AP
2025-02-01,5.308200841234218,AP
2025-03-01,5.647270939022306,AP
2025-04-01,5.834344096422631,AP
2025-05-01,6.161722121873199,AP
2025-06-01,6.161722121873199,AP
2025-07-01,6.325411134598484,AP
2025-08-01,6.430639785636166,AP
2025-09-01,6.454023930311207,AP
2025-10-01,6.454023930311207,AP
2025-11-01,6.430639785636166,AP
2025-12-01,6.6527891600490525,AP
2026-01-01,6.6527891600490525,AP
2026-02-01,7.003551330174662,AP
2026-03-01,7.143856198224905,AP
2026-04-01,7.295853138612669,AP
2026-05-01,7.5647708023756355,AP
2026-06-01,7.681691525750839,AP
2024-01-01,5.6432580518068125,AM
2024-02-01,5.492771170425297,AM
2024-03-01,5.342284289043783,AM
2024-04-01,5.256291785397202,AM
2024-05-01,5.28853897426467,AM
2024-06-01,4.976816148545817,AM
2024-07-01,5.07355771514822,AM
2024-08-01,4.998314274457464,AM
2024-09-01,4.955318022634173,AM
2024-10-01,4.869325518987592,AM
2024-11-01,4.761834889429367,AM
2024-12-01,4.589849882136207,AM
2025-01-01,4.794082078296835,AM
2025-02-01,4.880074581943416,AM
2025-03-01,5.191797407662268,AM
2025-04-01,5.363782414955428,AM
2025-05-01,5.6647561777184565,AM
2025-06-01,5.6647561777184565,AM
2025-07-01,5.815243059099973,AM
2025-08-01,5.911984625702376,AM
2025-09-01,5.93348275161402,AM
2025-10-01,5.93348275161402,AM
2025-11-01,5.911984625702376,AM
2025-12-01,6.116216821863003,AM
2026-01-01,6.116216821863003,AM
2026-02-01,6.4386887105376776,AM
2026-03-01,6.567677466007548,AM
2026-04-01,6.707415284433241,AM
2026-05-01,6.954643732417157,AM
2026-06-01,7.062134361975383,AM
2024-01-01,6.271916851158188,BA
2024-02-01,6.104665735127304,BA
2024-03-01,5.937414619096419,BA
2024-04-01,5.8418425527930555,BA
2024-05-01,5.877682077656817,BA
2024-06-01,5.5312333373071265,BA
2024-07-01,5.638751911898409,BA
2024-08-01,5.555126353882968,BA
2024-09-01,5.507340320731286,BA
